lambda_param,alpha,delta,epsilon,decay,xmin,ks,R_ln,p_ln,R_exp,p_exp,num_avalanches,num_seeds
20,3.1756415506383107,0.9,0.05,0.95,0.010000000000000009,0.26382372611293325,-35.066179417162665,1.3354853201232155e-05,-44.26039000418791,0.007278864705960633,2383,3
30,1.752074584289723,0.5,0.01,0.8,0.010000000000000009,0.279224614524205,-1535.8503754947603,4.9645942274502216e-200,-1561.4304526367487,0.0,4329,3
30,2.341963633692739,0.5,0.01,0.9,0.010000000000000009,0.24765722841029733,-358.1979185058529,1.5116855483428381e-44,-431.7098015400342,1.0287946109113464e-83,3256,3
30,3.0736609193811066,0.5,0.01,0.95,0.010000000000000009,0.272261687347703,-64.43020590079216,6.612651334086083e-09,-94.6101009483642,9.26820901061174e-09,2453,3
30,1.7925114723505868,0.5,0.03,0.8,0.010000000000000009,0.2776432373594382,-1396.6981842923287,1.918908620147196e-179,-1430.3600250149893,0.0,4254,3
30,2.3108315266872594,0.5,0.03,0.9,0.010000000000000009,0.24613823291843234,-435.7511299860447,2.1464835864034328e-52,-508.72268299285224,2.6442523500747898e-108,3461,3
30,2.8502141306357576,0.5,0.03,0.95,0.010000000000000009,0.26824483554189493,-106.50666787908523,4.0460286194043574e-14,-148.49381936637226,9.321140256329662e-17,2663,3
30,1.8773058940053726,0.5,0.05,0.8,0.010000000000000009,0.2644306684446316,-1119.4568760090517,2.589561500524073e-141,-1175.1616515354353,0.0,4108,3
30,2.480580495036686,0.5,0.05,0.9,0.010000000000000009,0.2441886801321319,-253.8639525462347,3.6566555280991885e-31,-326.44663650592975,2.5063125820948755e-48,3316,3
30,2.7940673145742267,0.5,0.05,0.95,0.010000000000000009,0.2761878307665515,-136.21001600870926,2.155030952704315e-17,-178.6457200738642,1.1583444854329128e-23,2651,3
30,1.7871361876477456,0.7,0.01,0.8,0.010000000000000009,0.2793974106136755,-1472.9675314250835,2.3415232202925772e-188,-1503.9037379531142,0.0,4423,3
30,2.2866635539116684,0.7,0.01,0.9,0.010000000000000009,0.2403401449746566,-416.2036199770039,2.533767917396071e-50,-498.77526715537067,1.764325841003125e-93,3571,3
30,2.71766498010305,0.7,0.01,0.95,0.010000000000000009,0.26270915319244725,-159.1362084166502,8.298580227092022e-20,-212.36527212506678,1.6655166017109306e-28,2871,3
30,1.7615826075545833,0.7,0.03,0.8,0.010000000000000009,0.28337999384850193,-1543.3460326075597,7.595234743177506e-199,-1561.1526632019293,0.0,4389,3
30,2.1275487087736855,0.7,0.03,0.9,0.010000000000000009,0.26100101850171376,-744.033111941015,1.2553056707947749e-90,-795.7406282771102,4.523035006358873e-220,3889,3
30,2.6915339019191924,0.7,0.03,0.95,0.010000000000000009,0.2696059713564066,-171.29945532387686,8.249146117190698e-22,-222.46207150686286,9.671079222439688e-32,2880,3
30,1.8197819589999615,0.7,0.05,0.8,0.010000000000000009,0.2814833807827988,-1473.5891348310424,1.2956636140249007e-191,-1461.2395142232415,0.0,4390,3
30,2.152533914803432,0.7,0.05,0.9,0.010000000000000009,0.2527472062517183,-625.3239967114766,6.629970506752442e-78,-695.8372198542168,6.925545993234013e-168,3796,3
30,2.7173225731308217,0.7,0.05,0.95,0.010000000000000009,0.26499391265007455,-149.9535762647142,8.79685736996291e-19,-197.85592910968066,1.5524677205400463e-26,2684,3
30,1.7530675714462713,0.9,0.01,0.8,0.010000000000000009,0.2919751985776332,-1721.4700702547896,1.0056146556250814e-220,-1682.4712430766629,0.0,4456,3
30,2.1201098859771688,0.9,0.01,0.9,0.010000000000000009,0.26393384314799495,-717.4226150881842,3.1255257308699784e-86,-775.7569999121539,3.1731475741962457e-208,3797,3
30,2.793210713878313,0.9,0.01,0.95,0.010000000000000009,0.2603870936167991,-117.60604855995214,1.8992935849994556e-15,-161.54693330552453,1.1473007110816747e-16,2938,3
30,1.7793649526779227,0.9,0.03,0.8,0.010000000000000009,0.2887987833896054,-1659.5001066741017,2.0709234536847742e-217,-1620.7634138237115,0.0,4504,3
30,2.206574376453344,0.9,0.03,0.9,0.010000000000000009,0.26184482553174593,-618.406725369455,3.0583599142024058e-74,-681.7611257129508,6.51068963881404e-170,3828,3
30,2.6228349532994626,0.9,0.03,0.95,0.010000000000000009,0.25652303903393714,-193.7254328175624,4.606829298653493e-24,-252.76110967330413,1.29726578035226e-33,3165,3
30,1.7835626131985731,0.9,0.05,0.8,0.010000000000000009,0.28040751288985377,-1506.5073840067494,1.0775392633524624e-195,-1526.3839548467968,0.0,4477,3
30,2.187175813077147,0.9,0.05,0.9,0.010000000000000009,0.25417850412379145,-602.2165839598339,3.6807232944091036e-74,-676.4940858339442,6.22513075934595e-159,3874,3
30,2.7160511115534973,0.9,0.05,0.95,0.010000000000000009,0.2451112675277881,-114.39044571698676,5.281871263464266e-15,-157.23130884743134,5.987429276234881e-15,2857,3
30,1.8836580789056612,0.5,0.01,0.8,0.010000000000000009,0.26693976488551696,-1111.7524080664723,1.0735288949494538e-143,-1158.286145674322,0.0,4098,3
30,2.4098630094238436,0.5,0.01,0.9,0.010000000000000009,0.22426752600271188,-262.2897048338826,6.636309801202437e-32,-349.5451714249917,1.2168539506952567e-46,3519,3
30,3.2310046759558055,0.5,0.01,0.95,0.010000000000000009,0.2485694862568067,-14.796214445603676,0.003266091381705886,25.74867264877416,0.1719748551930903,2763,3
30,1.879547163064691,0.5,0.03,0.8,0.010000000000000009,0.26712677576972094,-1194.1626421836695,1.4735063505638488e-154,-1234.8576429806672,0.0,4257,3
30,2.49098971530516,0.5,0.03,0.9,0.010000000000000009,0.22980070487857715,-203.2234508145911,3.4896510248670453e-25,-273.92045297111997,2.5751765955090908e-33,3225,3
30,3.3989445174821813,0.5,0.03,0.95,0.010000000000000009,0.24679039527391444,-6.666747092857815,0.0474254959451461,41.26103844845654,0.018781689156709573,2599,3
30,1.7943017308288205,0.5,0.05,0.8,0.010000000000000009,0.2694429064017005,-1288.348582628065,1.0443056813280963e-169,-1353.510902177911,0.0,4257,3
30,3.0818777567056195,0.5,0.05,0.9,0.010000000000000009,0.23912782755680623,-23.90880207683419,0.000202433358212036,2.7276642105889692,0.8878008014407256,2786,3
30,3.2384745448250722,0.5,0.05,0.95,0.010000000000000009,0.2347234675555676,-12.057879074738315,0.008633717123513766,30.352117905928917,0.11338791085215053,2764,3
30,1.778553733978327,0.7,0.01,0.8,0.010000000000000009,0.2842383516623602,-1591.2479873389918,1.6745725403687606e-204,-1574.1600685028397,0.0,4407,3
30,2.4618941668836696,0.7,0.01,0.9,0.010000000000000009,0.24829163562400788,-277.0074664817223,6.313328741610149e-34,-349.52049164471384,1.0496468009978907e-56,3278,3
30,2.821139211148,0.7,0.01,0.95,0.010000000000000009,0.24810345620712726,-88.38469371006627,6.2494494115911404e-12,-124.34153006437342,7.661991979080868e-11,2737,3
30,1.7560811058877528,0.7,0.03,0.8,0.010000000000000009,0.27573367813124117,-1567.9322618218425,2.825795764055481e-209,-1590.1014815307644,0.0,4467,3
30,2.337265114545581,0.7,0.03,0.9,0.010000000000000009,0.25058063652261486,-445.30676276837005,8.810140733621856e-54,-518.3445130799395,5.579135096672976e-112,3608,3
30,2.970977988265564,0.7,0.03,0.95,0.010000000000000009,0.26515267678857085,-80.29050331135593,6.644326412804003e-11,-116.35322633698318,8.240518093529577e-11,2746,3
30,1.7421120470944746,0.7,0.05,0.8,0.010000000000000009,0.2818749313432003,-1592.5342740557744,1.5039369207870437e-205,-1614.4939897185589,0.0,4364,3
30,2.537997631595328,0.7,0.05,0.9,0.010000000000000009,0.2620936055478446,-294.59495428545256,2.5557442044252447e-35,-363.53982524065077,4.6768866596473825e-66,3373,3
30,2.954476536560633,0.7,0.05,0.95,0.010000000000000009,0.26985395505875504,-83.37378735032854,2.7789471639224075e-11,-117.00170240884013,3.329103916668725e-11,2653,3
30,1.7375745580225272,0.9,0.01,0.8,0.010000000000000009,0.29166308489871473,-1842.3478342126568,2.59241067425123e-246,-1775.5946530666613,0.0,4549,3
30,2.297128977741848,0.9,0.01,0.9,0.010000000000000009,0.2409111084393936,-384.2012709355936,6.0341468210650696e-49,-465.7219027128632,2.5325678420065907e-77,3748,3
30,2.815963542398535,0.9,0.01,0.95,0.010000000000000009,0.2858059469586385,-152.34125401190587,3.9926001484492395e-19,-195.74562802129373,1.1837372010892365e-29,2656,3
30,1.7737998524759513,0.9,0.03,0.8,0.010000000000000009,0.28337306822432384,-1582.8122872339623,1.8442896064757705e-205,-1585.6009564968429,0.0,4481,3
30,2.2663144028259232,0.9,0.03,0.9,0.010000000000000009,0.2507653106265463,-524.5610806376382,3.577626071557638e-63,-594.8040806067372,1.223661552952812e-138,3685,3
30,2.9319724441489994,0.9,0.03,0.95,0.010000000000000009,0.27570745344926845,-90.35166025715935,3.822380580662041e-12,-125.86815350160504,7.014782314486811e-14,2483,3
30,1.780830482851243,0.9,0.05,0.8,0.010000000000000009,0.27746830472637474,-1535.366494875685,3.0984559517609337e-200,-1537.135693830888,0.0,4397,3
30,2.3390287949887263,0.9,0.05,0.9,0.010000000000000009,0.25268141380726294,-428.3922880823148,9.87456909548634e-52,-494.2947279679491,5.296692986119886e-109,3404,3
30,2.9163814904240235,0.9,0.05,0.95,0.010000000000000009,0.2836416332771666,-100.86638870612157,2.0838500744110323e-13,-135.87915868810572,3.261325543690945e-16,2467,3
30,1.7385513488462983,0.5,0.01,0.8,0.010000000000000009,0.2937867381024457,-1711.9077717377259,2.488433416423994e-217,-1680.2637928303625,0.0,4360,3
30,3.246968713913793,0.5,0.01,0.9,0.010000000000000009,0.24238856864730252,-14.797383666015119,0.0035526618257502715,21.734777968777774,0.25189714039362054,2855,3
30,3.848137805704666,0.5,0.01,0.95,0.010000000000000009,0.2526825164012128,-21.11590428133192,0.0,126.0206608646608,2.284394996196704e-14,2478,3
30,1.7634353196123373,0.5,0.03,0.8,0.010000000000000009,0.27820335219569736,-1525.5354794816478,7.14009762084771e-191,-1570.185001513947,0.0,4396,3
30,2.6775349766393104,0.5,0.03,0.9,0.010000000000000009,0.2349445660675658,-146.68334750922813,3.4357116213094745e-18,-211.6035522556457,2.080764763588365e-22,3253,3
30,3.339137139600207,0.5,0.03,0.95,0.010000000000000009,0.2405164609313183,-6.82681602367002,0.04414074348299775,44.066532393529734,0.013537659514683697,2577,3
30,1.9158660553331799,0.5,0.05,0.8,0.010000000000000009,0.2556164639134526,-937.6016903515174,4.553114869813958e-116,-1024.8745935294592,1.624486690221484e-269,3956,3
30,3.738710108321296,0.5,0.05,0.9,0.010000000000000009,0.23144296452167812,-52.672438215424634,2.8665251166522624e-186,146.01420915359492,2.087925611208348e-17,2391,3
30,3.4008455020264776,0.5,0.05,0.95,0.010000000000000009,0.25442294524217013,-7.923177559087465,0.030660731376436042,38.88415517164142,0.028230269186585357,2640,3
30,1.719613927508249,0.7,0.01,0.8,0.010000000000000009,0.2883312435987416,-1726.4351966462511,1.104889411902932e-230,-1717.076881307638,0.0,4432,3
30,2.431412337829222,0.7,0.01,0.9,0.010000000000000009,0.24597240683695615,-319.15455835097623,2.933285133537408e-38,-397.0717060953034,5.785509381814596e-70,3396,3
30,3.491641102617834,0.7,0.01,0.95,0.010000000000000009,0.27317410098123124,-12.888422919392921,0.006964348983432746,7.461659652047532,0.6457220796048795,2542,3
30,1.7690998232024921,0.7,0.03,0.8,0.010000000000000009,0.28142697803132977,-1511.1314732642522,1.6798271929720985e-194,-1516.4171357223204,0.0,4226,3
30,2.6027340981480185,0.7,0.03,0.9,0.010000000000000009,0.24418851549809742,-162.63695039274012,5.141365894764507e-21,-216.90684830031947,1.47305260835889e-23,3188,3
30,4.000528542701678,0.7,0.03,0.95,0.010000000000000009,0.2559485464453209,-0.04829769045398091,0.5416626116556089,116.60625158117143,8.44288499677235e-14,2338,3
30,1.7566273123010978,0.7,0.05,0.8,0.010000000000000009,0.28073042604766674,-1514.9772415782904,2.1177896388468426e-202,-1527.2876069612325,0.0,4281,3
30,2.7478770185589183,0.7,0.05,0.9,0.010000000000000009,0.24264201533742508,-110.98675856413487,1.0998076730038971e-14,-155.06474593235214,8.100547873161431e-14,3101,3
30,3.394316203447371,0.7,0.05,0.95,0.010000000000000009,0.2538926753863898,-9.104555794918003,0.02065103290559508,32.823396284922545,0.06267502746056106,2706,3
30,1.7753350536470918,0.9,0.01,0.8,0.010000000000000009,0.28714133223427385,-1648.841590662484,1.407222447587539e-209,-1622.7097001262152,0.0,4471,3
30,2.3634133377517568,0.9,0.01,0.9,0.010000000000000009,0.25531341125521345,-405.99982344545987,1.2438394840041178e-49,-474.23987874332136,1.690784016934176e-99,3466,3
30,3.566160328091916,0.9,0.01,0.95,0.010000000000000009,0.2666136724355961,-5.121444904987072,0.08354468744614488,34.454879552890205,0.02879868417369341,2302,3
30,1.7645237328334291,0.9,0.03,0.8,0.010000000000000009,0.2848595197946652,-1514.097004631693,1.1692309999217469e-188,-1529.1190196173136,0.0,4241,3
30,2.561629133064692,0.9,0.03,0.9,0.010000000000000009,0.25605232690663315,-237.7511868064776,2.5190745228399568e-29,-305.9552788164756,9.34403021534503e-47,3295,3
30,2.98597332458457,0.9,0.03,0.95,0.010000000000000009,0.2734751983370798,-79.43369979055407,6.856527411151707e-11,-111.47248241703029,1.276641234323285e-10,2640,3
30,1.7361048020468735,0.9,0.05,0.8,0.010000000000000009,0.27828346973957324,-1470.1645924588422,1.841689415082889e-186,-1539.9728577019637,0.0,4277,3
30,2.418808444768339,0.9,0.05,0.9,0.010000000000000009,0.25374788752995514,-374.4338929360755,2.246334125259017e-44,-444.6811159575491,8.041404312331158e-91,3424,3
30,3.123633465372847,0.9,0.05,0.95,0.010000000000000009,0.2504764708959703,-32.19962308402231,2.45486141622146e-05,-29.45052052325575,0.10888098556595016,2708,3
