M,Run,Recycle_Rate,logit,activation
16.421052631578945,65,0.67,True,simultaneous
16.421052631578945,66,0.64,True,simultaneous
16.421052631578945,67,0.67,True,simultaneous
16.421052631578945,68,0.65,True,simultaneous
16.421052631578945,69,0.65,True,simultaneous
16.421052631578945,70,0.67,True,simultaneous
16.421052631578945,71,0.65,True,simultaneous
16.421052631578945,72,0.66,True,simultaneous
16.421052631578945,73,0.65,True,simultaneous
16.421052631578945,74,0.66,True,simultaneous
16.421052631578945,75,0.66,True,simultaneous
16.421052631578945,76,0.64,True,simultaneous
16.421052631578945,77,0.66,True,simultaneous
16.421052631578945,78,0.65,True,simultaneous
16.421052631578945,79,0.66,True,simultaneous
16.421052631578945,80,0.63,True,simultaneous
16.421052631578945,81,0.64,True,simultaneous
16.421052631578945,82,0.64,True,simultaneous
16.421052631578945,83,0.66,True,simultaneous
16.421052631578945,84,0.64,True,simultaneous
16.421052631578945,85,0.64,True,simultaneous
16.421052631578945,86,0.68,True,simultaneous
16.421052631578945,87,0.65,True,simultaneous
16.421052631578945,88,0.65,True,simultaneous
16.421052631578945,89,0.62,True,simultaneous
16.421052631578945,90,0.66,True,simultaneous
16.421052631578945,91,0.63,True,simultaneous
16.421052631578945,92,0.69,True,simultaneous
16.421052631578945,93,0.66,True,simultaneous
16.421052631578945,94,0.65,True,simultaneous
16.421052631578945,95,0.62,True,simultaneous
16.421052631578945,96,0.66,True,simultaneous
16.421052631578945,97,0.66,True,simultaneous
16.421052631578945,98,0.66,True,simultaneous
16.421052631578945,99,0.61,True,simultaneous
16.421052631578945,100,0.67,True,simultaneous
16.421052631578945,101,0.62,True,simultaneous
16.421052631578945,102,0.66,True,simultaneous
16.421052631578945,103,0.67,True,simultaneous
16.421052631578945,104,0.65,True,simultaneous
16.421052631578945,105,0.66,True,simultaneous
16.421052631578945,106,0.65,True,simultaneous
16.421052631578945,107,0.65,True,simultaneous
16.421052631578945,108,0.64,True,simultaneous
16.421052631578945,109,0.66,True,simultaneous
16.421052631578945,110,0.62,True,simultaneous
16.421052631578945,111,0.65,True,simultaneous
16.421052631578945,112,0.64,True,simultaneous
16.421052631578945,113,0.62,True,simultaneous
16.421052631578945,114,0.64,True,simultaneous
16.421052631578945,115,0.66,True,simultaneous
16.421052631578945,116,0.66,True,simultaneous
16.421052631578945,117,0.61,True,simultaneous
16.421052631578945,118,0.64,True,simultaneous
16.421052631578945,119,0.62,True,simultaneous
16.421052631578945,120,0.63,True,simultaneous
16.421052631578945,121,0.63,True,simultaneous
16.421052631578945,122,0.63,True,simultaneous
16.421052631578945,123,0.65,True,simultaneous
16.421052631578945,124,0.63,True,simultaneous
16.421052631578945,125,0.64,True,simultaneous
16.421052631578945,126,0.64,True,simultaneous
16.421052631578945,127,0.67,True,simultaneous
16.421052631578945,128,0.63,True,simultaneous
16.421052631578945,129,0.66,True,simultaneous
16.421052631578945,130,0.64,True,simultaneous
16.421052631578945,131,0.61,True,simultaneous
16.421052631578945,132,0.66,True,simultaneous
16.421052631578945,133,0.63,True,simultaneous
16.421052631578945,134,0.61,True,simultaneous
16.421052631578945,135,0.66,True,simultaneous
16.421052631578945,136,0.6,True,simultaneous
16.421052631578945,137,0.6,True,simultaneous
16.421052631578945,138,0.65,True,simultaneous
16.421052631578945,139,0.69,True,simultaneous
16.421052631578945,140,0.65,True,simultaneous
16.421052631578945,141,0.66,True,simultaneous
16.421052631578945,142,0.64,True,simultaneous
16.421052631578945,143,0.61,True,simultaneous
16.421052631578945,144,0.67,True,simultaneous
16.421052631578945,145,0.67,True,simultaneous
16.421052631578945,146,0.66,True,simultaneous
16.421052631578945,147,0.64,True,simultaneous
16.421052631578945,148,0.64,True,simultaneous
16.421052631578945,149,0.67,True,simultaneous
16.421052631578945,150,0.64,True,simultaneous
16.421052631578945,151,0.64,True,simultaneous
16.421052631578945,152,0.69,True,simultaneous
16.421052631578945,153,0.63,True,simultaneous
16.421052631578945,154,0.65,True,simultaneous
16.421052631578945,155,0.64,True,simultaneous
16.421052631578945,156,0.63,True,simultaneous
16.421052631578945,157,0.64,True,simultaneous
16.421052631578945,158,0.64,True,simultaneous
16.421052631578945,159,0.67,True,simultaneous
16.421052631578945,160,0.67,True,simultaneous
16.421052631578945,161,0.63,True,simultaneous
16.421052631578945,162,0.61,True,simultaneous
16.421052631578945,163,0.65,True,simultaneous
16.421052631578945,164,0.66,True,simultaneous
16.421052631578945,165,0.65,True,simultaneous
16.421052631578945,166,0.64,True,simultaneous
16.421052631578945,167,0.62,True,simultaneous
16.421052631578945,168,0.63,True,simultaneous
16.421052631578945,169,0.66,True,simultaneous
16.421052631578945,170,0.62,True,simultaneous
16.421052631578945,171,0.62,True,simultaneous
16.421052631578945,172,0.69,True,simultaneous
16.421052631578945,173,0.63,True,simultaneous
16.421052631578945,174,0.66,True,simultaneous
16.421052631578945,175,0.66,True,simultaneous
16.421052631578945,176,0.67,True,simultaneous
16.421052631578945,177,0.64,True,simultaneous
16.421052631578945,178,0.62,True,simultaneous
16.421052631578945,179,0.62,True,simultaneous
16.421052631578945,180,0.64,True,simultaneous
16.421052631578945,181,0.61,True,simultaneous
16.421052631578945,182,0.64,True,simultaneous
16.421052631578945,183,0.7,True,simultaneous
16.421052631578945,184,0.64,True,simultaneous
16.421052631578945,185,0.65,True,simultaneous
16.421052631578945,186,0.62,True,simultaneous
16.421052631578945,187,0.63,True,simultaneous
16.421052631578945,188,0.62,True,simultaneous
16.421052631578945,189,0.64,True,simultaneous
16.421052631578945,190,0.65,True,simultaneous
16.421052631578945,191,0.66,True,simultaneous
16.421052631578945,192,0.63,True,simultaneous
16.421052631578945,193,0.62,True,simultaneous
16.421052631578945,194,0.65,True,simultaneous
16.421052631578945,195,0.66,True,simultaneous
16.421052631578945,196,0.61,True,simultaneous
16.421052631578945,197,0.68,True,simultaneous
16.421052631578945,198,0.6,True,simultaneous
16.421052631578945,199,0.61,True,simultaneous
16.421052631578945,200,0.67,True,simultaneous
16.421052631578945,201,0.63,True,simultaneous
16.421052631578945,202,0.66,True,simultaneous
16.421052631578945,203,0.65,True,simultaneous
16.421052631578945,204,0.66,True,simultaneous
16.421052631578945,205,0.65,True,simultaneous
16.421052631578945,206,0.62,True,simultaneous
16.421052631578945,207,0.6,True,simultaneous
16.421052631578945,208,0.63,True,simultaneous
16.421052631578945,209,0.63,True,simultaneous
16.421052631578945,210,0.63,True,simultaneous
16.421052631578945,211,0.67,True,simultaneous
16.421052631578945,212,0.62,True,simultaneous
16.421052631578945,213,0.64,True,simultaneous
16.421052631578945,214,0.64,True,simultaneous
16.421052631578945,215,0.69,True,simultaneous
16.421052631578945,216,0.61,True,simultaneous
16.421052631578945,217,0.65,True,simultaneous
16.421052631578945,218,0.63,True,simultaneous
16.421052631578945,219,0.65,True,simultaneous
16.421052631578945,220,0.67,True,simultaneous
16.421052631578945,221,0.68,True,simultaneous
16.421052631578945,222,0.67,True,simultaneous
16.421052631578945,223,0.67,True,simultaneous
16.421052631578945,224,0.68,True,simultaneous
16.421052631578945,225,0.65,True,simultaneous
16.421052631578945,226,0.64,True,simultaneous
16.421052631578945,227,0.66,True,simultaneous
16.421052631578945,228,0.65,True,simultaneous
16.421052631578945,229,0.67,True,simultaneous
16.421052631578945,230,0.68,True,simultaneous
16.421052631578945,231,0.66,True,simultaneous
16.421052631578945,232,0.67,True,simultaneous
16.421052631578945,233,0.62,True,simultaneous
16.421052631578945,234,0.63,True,simultaneous
16.421052631578945,235,0.65,True,simultaneous
16.421052631578945,236,0.67,True,simultaneous
16.421052631578945,237,0.64,True,simultaneous
16.421052631578945,238,0.67,True,simultaneous
16.421052631578945,239,0.64,True,simultaneous
16.421052631578945,240,0.64,True,simultaneous
16.421052631578945,241,0.63,True,simultaneous
16.421052631578945,242,0.66,True,simultaneous
16.421052631578945,243,0.66,True,simultaneous
16.421052631578945,244,0.63,True,simultaneous
16.421052631578945,245,0.64,True,simultaneous
16.421052631578945,246,0.66,True,simultaneous
16.421052631578945,247,0.64,True,simultaneous
16.421052631578945,248,0.64,True,simultaneous
16.421052631578945,249,0.63,True,simultaneous
17.315789473684212,0,0.67,True,simultaneous
17.315789473684212,1,0.62,True,simultaneous
17.315789473684212,2,0.66,True,simultaneous
17.315789473684212,3,0.66,True,simultaneous
17.315789473684212,4,0.63,True,simultaneous
17.315789473684212,5,0.65,True,simultaneous
17.315789473684212,6,0.66,True,simultaneous
17.315789473684212,7,0.62,True,simultaneous
17.315789473684212,8,0.65,True,simultaneous
17.315789473684212,9,0.65,True,simultaneous
17.315789473684212,10,0.64,True,simultaneous
17.315789473684212,11,0.66,True,simultaneous
17.315789473684212,12,0.65,True,simultaneous
17.315789473684212,13,0.61,True,simultaneous
17.315789473684212,14,0.59,True,simultaneous
17.315789473684212,15,0.63,True,simultaneous
17.315789473684212,16,0.65,True,simultaneous
17.315789473684212,17,0.65,True,simultaneous
17.315789473684212,18,0.62,True,simultaneous
17.315789473684212,19,0.67,True,simultaneous
17.315789473684212,20,0.59,True,simultaneous
17.315789473684212,21,0.67,True,simultaneous
17.315789473684212,22,0.67,True,simultaneous
17.315789473684212,23,0.64,True,simultaneous
17.315789473684212,24,0.61,True,simultaneous
17.315789473684212,25,0.65,True,simultaneous
17.315789473684212,26,0.65,True,simultaneous
17.315789473684212,27,0.65,True,simultaneous
17.315789473684212,28,0.65,True,simultaneous
17.315789473684212,29,0.69,True,simultaneous
17.315789473684212,30,0.6,True,simultaneous
17.315789473684212,31,0.66,True,simultaneous
17.315789473684212,32,0.63,True,simultaneous
17.315789473684212,33,0.62,True,simultaneous
17.315789473684212,34,0.61,True,simultaneous
17.315789473684212,35,0.65,True,simultaneous
17.315789473684212,36,0.66,True,simultaneous
17.315789473684212,37,0.66,True,simultaneous
17.315789473684212,38,0.61,True,simultaneous
17.315789473684212,39,0.66,True,simultaneous
17.315789473684212,40,0.67,True,simultaneous
17.315789473684212,41,0.64,True,simultaneous
17.315789473684212,42,0.63,True,simultaneous
17.315789473684212,43,0.64,True,simultaneous
17.315789473684212,44,0.63,True,simultaneous
17.315789473684212,45,0.66,True,simultaneous
17.315789473684212,46,0.63,True,simultaneous
17.315789473684212,47,0.68,True,simultaneous
17.315789473684212,48,0.68,True,simultaneous
17.315789473684212,49,0.68,True,simultaneous
17.315789473684212,50,0.63,True,simultaneous
17.315789473684212,51,0.63,True,simultaneous
17.315789473684212,52,0.67,True,simultaneous
17.315789473684212,53,0.65,True,simultaneous
17.315789473684212,54,0.67,True,simultaneous
17.315789473684212,55,0.65,True,simultaneous
17.315789473684212,56,0.65,True,simultaneous
17.315789473684212,57,0.63,True,simultaneous
17.315789473684212,58,0.6,True,simultaneous
17.315789473684212,59,0.63,True,simultaneous
17.315789473684212,60,0.64,True,simultaneous
17.315789473684212,61,0.63,True,simultaneous
17.315789473684212,62,0.61,True,simultaneous
17.315789473684212,63,0.63,True,simultaneous
17.315789473684212,64,0.67,True,simultaneous
17.315789473684212,65,0.64,True,simultaneous
17.315789473684212,66,0.66,True,simultaneous
17.315789473684212,67,0.63,True,simultaneous
17.315789473684212,68,0.64,True,simultaneous
17.315789473684212,69,0.64,True,simultaneous
17.315789473684212,70,0.64,True,simultaneous
17.315789473684212,71,0.67,True,simultaneous
17.315789473684212,72,0.69,True,simultaneous
17.315789473684212,73,0.67,True,simultaneous
17.315789473684212,74,0.65,True,simultaneous
17.315789473684212,75,0.65,True,simultaneous
17.315789473684212,76,0.63,True,simultaneous
17.315789473684212,77,0.6,True,simultaneous
17.315789473684212,78,0.68,True,simultaneous
17.315789473684212,79,0.61,True,simultaneous
17.315789473684212,80,0.63,True,simultaneous
17.315789473684212,81,0.66,True,simultaneous
17.315789473684212,82,0.66,True,simultaneous
17.315789473684212,83,0.68,True,simultaneous
17.315789473684212,84,0.66,True,simultaneous
17.315789473684212,85,0.63,True,simultaneous
17.315789473684212,86,0.65,True,simultaneous
17.315789473684212,87,0.66,True,simultaneous
17.315789473684212,88,0.67,True,simultaneous
17.315789473684212,89,0.63,True,simultaneous
17.315789473684212,90,0.68,True,simultaneous
17.315789473684212,91,0.62,True,simultaneous
17.315789473684212,92,0.67,True,simultaneous
17.315789473684212,93,0.64,True,simultaneous
17.315789473684212,94,0.62,True,simultaneous
17.315789473684212,95,0.63,True,simultaneous
17.315789473684212,96,0.66,True,simultaneous
17.315789473684212,97,0.67,True,simultaneous
17.315789473684212,98,0.66,True,simultaneous
17.315789473684212,99,0.58,True,simultaneous
17.315789473684212,100,0.64,True,simultaneous
17.315789473684212,101,0.64,True,simultaneous
17.315789473684212,102,0.66,True,simultaneous
17.315789473684212,103,0.62,True,simultaneous
17.315789473684212,104,0.65,True,simultaneous
17.315789473684212,105,0.64,True,simultaneous
17.315789473684212,106,0.65,True,simultaneous
17.315789473684212,107,0.68,True,simultaneous
17.315789473684212,108,0.66,True,simultaneous
17.315789473684212,109,0.62,True,simultaneous
17.315789473684212,110,0.62,True,simultaneous
17.315789473684212,111,0.65,True,simultaneous
17.315789473684212,112,0.6,True,simultaneous
17.315789473684212,113,0.67,True,simultaneous
17.315789473684212,114,0.65,True,simultaneous
17.315789473684212,115,0.65,True,simultaneous
17.315789473684212,116,0.6,True,simultaneous
17.315789473684212,117,0.64,True,simultaneous
17.315789473684212,118,0.68,True,simultaneous
17.315789473684212,119,0.64,True,simultaneous
17.315789473684212,120,0.66,True,simultaneous
17.315789473684212,121,0.64,True,simultaneous
17.315789473684212,122,0.66,True,simultaneous
17.315789473684212,123,0.64,True,simultaneous
17.315789473684212,124,0.65,True,simultaneous
17.315789473684212,125,0.66,True,simultaneous
17.315789473684212,126,0.63,True,simultaneous
17.315789473684212,127,0.66,True,simultaneous
17.315789473684212,128,0.62,True,simultaneous
17.315789473684212,129,0.65,True,simultaneous
17.315789473684212,130,0.67,True,simultaneous
17.315789473684212,131,0.63,True,simultaneous
17.315789473684212,132,0.63,True,simultaneous
17.315789473684212,133,0.64,True,simultaneous
17.315789473684212,134,0.66,True,simultaneous
17.315789473684212,135,0.63,True,simultaneous
17.315789473684212,136,0.67,True,simultaneous
17.315789473684212,137,0.62,True,simultaneous
17.315789473684212,138,0.66,True,simultaneous
17.315789473684212,139,0.63,True,simultaneous
17.315789473684212,140,0.61,True,simultaneous
17.315789473684212,141,0.65,True,simultaneous
17.315789473684212,142,0.66,True,simultaneous
17.315789473684212,143,0.63,True,simultaneous
17.315789473684212,144,0.66,True,simultaneous
17.315789473684212,145,0.64,True,simultaneous
17.315789473684212,146,0.67,True,simultaneous
17.315789473684212,147,0.65,True,simultaneous
17.315789473684212,148,0.67,True,simultaneous
17.315789473684212,149,0.65,True,simultaneous
17.315789473684212,150,0.63,True,simultaneous
17.315789473684212,151,0.63,True,simultaneous
17.315789473684212,152,0.62,True,simultaneous
17.315789473684212,153,0.61,True,simultaneous
17.315789473684212,154,0.62,True,simultaneous
17.315789473684212,155,0.65,True,simultaneous
17.315789473684212,156,0.64,True,simultaneous
17.315789473684212,157,0.6,True,simultaneous
17.315789473684212,158,0.6,True,simultaneous
17.315789473684212,159,0.61,True,simultaneous
17.315789473684212,160,0.65,True,simultaneous
17.315789473684212,161,0.64,True,simultaneous
17.315789473684212,162,0.64,True,simultaneous
17.315789473684212,163,0.63,True,simultaneous
17.315789473684212,164,0.62,True,simultaneous
17.315789473684212,165,0.64,True,simultaneous
17.315789473684212,166,0.67,True,simultaneous
17.315789473684212,167,0.66,True,simultaneous
17.315789473684212,168,0.71,True,simultaneous
17.315789473684212,169,0.64,True,simultaneous
17.315789473684212,170,0.63,True,simultaneous
17.315789473684212,171,0.66,True,simultaneous
17.315789473684212,172,0.65,True,simultaneous
17.315789473684212,173,0.7,True,simultaneous
17.315789473684212,174,0.63,True,simultaneous
17.315789473684212,175,0.61,True,simultaneous
17.315789473684212,176,0.65,True,simultaneous
17.315789473684212,177,0.63,True,simultaneous
17.315789473684212,178,0.67,True,simultaneous
17.315789473684212,179,0.66,True,simultaneous
17.315789473684212,180,0.65,True,simultaneous
17.315789473684212,181,0.65,True,simultaneous
17.315789473684212,182,0.66,True,simultaneous
17.315789473684212,183,0.69,True,simultaneous
17.315789473684212,184,0.61,True,simultaneous
17.315789473684212,185,0.62,True,simultaneous
17.315789473684212,186,0.66,True,simultaneous
17.315789473684212,187,0.66,True,simultaneous
17.315789473684212,188,0.64,True,simultaneous
17.315789473684212,189,0.63,True,simultaneous
17.315789473684212,190,0.65,True,simultaneous
17.315789473684212,191,0.61,True,simultaneous
17.315789473684212,192,0.67,True,simultaneous
17.315789473684212,193,0.66,True,simultaneous
17.315789473684212,194,0.64,True,simultaneous
17.315789473684212,195,0.63,True,simultaneous
17.315789473684212,196,0.62,True,simultaneous
17.315789473684212,197,0.65,True,simultaneous
17.315789473684212,198,0.62,True,simultaneous
17.315789473684212,199,0.68,True,simultaneous
17.315789473684212,200,0.67,True,simultaneous
17.315789473684212,201,0.61,True,simultaneous
17.315789473684212,202,0.66,True,simultaneous
17.315789473684212,203,0.66,True,simultaneous
17.315789473684212,204,0.64,True,simultaneous
17.315789473684212,205,0.68,True,simultaneous
17.315789473684212,206,0.64,True,simultaneous
17.315789473684212,207,0.68,True,simultaneous
17.315789473684212,208,0.62,True,simultaneous
17.315789473684212,209,0.65,True,simultaneous
17.315789473684212,210,0.68,True,simultaneous
17.315789473684212,211,0.65,True,simultaneous
17.315789473684212,212,0.63,True,simultaneous
17.315789473684212,213,0.67,True,simultaneous
17.315789473684212,214,0.65,True,simultaneous
17.315789473684212,215,0.64,True,simultaneous
17.315789473684212,216,0.63,True,simultaneous
17.315789473684212,217,0.68,True,simultaneous
17.315789473684212,218,0.63,True,simultaneous
17.315789473684212,219,0.66,True,simultaneous
17.315789473684212,220,0.61,True,simultaneous
17.315789473684212,221,0.65,True,simultaneous
17.315789473684212,222,0.64,True,simultaneous
17.315789473684212,223,0.68,True,simultaneous
17.315789473684212,224,0.66,True,simultaneous
17.315789473684212,225,0.62,True,simultaneous
17.315789473684212,226,0.66,True,simultaneous
17.315789473684212,227,0.67,True,simultaneous
17.315789473684212,228,0.61,True,simultaneous
17.315789473684212,229,0.66,True,simultaneous
17.315789473684212,230,0.64,True,simultaneous
17.315789473684212,231,0.64,True,simultaneous
17.315789473684212,232,0.62,True,simultaneous
17.315789473684212,233,0.64,True,simultaneous
17.315789473684212,234,0.66,True,simultaneous
17.315789473684212,235,0.63,True,simultaneous
17.315789473684212,236,0.64,True,simultaneous
17.315789473684212,237,0.66,True,simultaneous
17.315789473684212,238,0.66,True,simultaneous
17.315789473684212,239,0.65,True,simultaneous
17.315789473684212,240,0.61,True,simultaneous
17.315789473684212,241,0.63,True,simultaneous
17.315789473684212,242,0.66,True,simultaneous
17.315789473684212,243,0.64,True,simultaneous
17.315789473684212,244,0.63,True,simultaneous
17.315789473684212,245,0.68,True,simultaneous
17.315789473684212,246,0.67,True,simultaneous
17.315789473684212,247,0.62,True,simultaneous
17.315789473684212,248,0.66,True,simultaneous
17.315789473684212,249,0.63,True,simultaneous
18.210526315789473,0,0.62,True,simultaneous
18.210526315789473,1,0.63,True,simultaneous
18.210526315789473,2,0.63,True,simultaneous
18.210526315789473,3,0.63,True,simultaneous
18.210526315789473,4,0.68,True,simultaneous
18.210526315789473,5,0.65,True,simultaneous
18.210526315789473,6,0.65,True,simultaneous
18.210526315789473,7,0.6,True,simultaneous
18.210526315789473,8,0.65,True,simultaneous
18.210526315789473,9,0.61,True,simultaneous
18.210526315789473,10,0.64,True,simultaneous
18.210526315789473,11,0.68,True,simultaneous
18.210526315789473,12,0.63,True,simultaneous
18.210526315789473,13,0.63,True,simultaneous
18.210526315789473,14,0.65,True,simultaneous
18.210526315789473,15,0.63,True,simultaneous
18.210526315789473,16,0.63,True,simultaneous
18.210526315789473,17,0.64,True,simultaneous
18.210526315789473,18,0.65,True,simultaneous
18.210526315789473,19,0.64,True,simultaneous
18.210526315789473,20,0.65,True,simultaneous
18.210526315789473,21,0.64,True,simultaneous
18.210526315789473,22,0.65,True,simultaneous
18.210526315789473,23,0.6,True,simultaneous
18.210526315789473,24,0.62,True,simultaneous
18.210526315789473,25,0.64,True,simultaneous
18.210526315789473,26,0.61,True,simultaneous
18.210526315789473,27,0.63,True,simultaneous
18.210526315789473,28,0.64,True,simultaneous
18.210526315789473,29,0.62,True,simultaneous
18.210526315789473,30,0.69,True,simultaneous
18.210526315789473,31,0.61,True,simultaneous
18.210526315789473,32,0.64,True,simultaneous
18.210526315789473,33,0.65,True,simultaneous
18.210526315789473,34,0.64,True,simultaneous
18.210526315789473,35,0.66,True,simultaneous
18.210526315789473,36,0.61,True,simultaneous
18.210526315789473,37,0.64,True,simultaneous
18.210526315789473,38,0.63,True,simultaneous
18.210526315789473,39,0.63,True,simultaneous
18.210526315789473,40,0.62,True,simultaneous
18.210526315789473,41,0.67,True,simultaneous
18.210526315789473,42,0.64,True,simultaneous
18.210526315789473,43,0.64,True,simultaneous
18.210526315789473,44,0.64,True,simultaneous
18.210526315789473,45,0.63,True,simultaneous
18.210526315789473,46,0.64,True,simultaneous
18.210526315789473,47,0.62,True,simultaneous
18.210526315789473,48,0.58,True,simultaneous
18.210526315789473,49,0.64,True,simultaneous
18.210526315789473,50,0.64,True,simultaneous
18.210526315789473,51,0.64,True,simultaneous
18.210526315789473,52,0.65,True,simultaneous
18.210526315789473,53,0.64,True,simultaneous
18.210526315789473,54,0.64,True,simultaneous
18.210526315789473,55,0.65,True,simultaneous
18.210526315789473,56,0.64,True,simultaneous
18.210526315789473,57,0.63,True,simultaneous
18.210526315789473,58,0.66,True,simultaneous
18.210526315789473,59,0.64,True,simultaneous
18.210526315789473,60,0.67,True,simultaneous
18.210526315789473,61,0.62,True,simultaneous
18.210526315789473,62,0.65,True,simultaneous
18.210526315789473,63,0.64,True,simultaneous
18.210526315789473,64,0.65,True,simultaneous
18.210526315789473,65,0.66,True,simultaneous
18.210526315789473,66,0.61,True,simultaneous
18.210526315789473,67,0.69,True,simultaneous
18.210526315789473,68,0.64,True,simultaneous
18.210526315789473,69,0.69,True,simultaneous
18.210526315789473,70,0.62,True,simultaneous
18.210526315789473,71,0.63,True,simultaneous
18.210526315789473,72,0.66,True,simultaneous
18.210526315789473,73,0.64,True,simultaneous
18.210526315789473,74,0.67,True,simultaneous
18.210526315789473,75,0.68,True,simultaneous
18.210526315789473,76,0.66,True,simultaneous
18.210526315789473,77,0.64,True,simultaneous
18.210526315789473,78,0.62,True,simultaneous
18.210526315789473,79,0.61,True,simultaneous
18.210526315789473,80,0.62,True,simultaneous
18.210526315789473,81,0.67,True,simultaneous
18.210526315789473,82,0.67,True,simultaneous
18.210526315789473,83,0.65,True,simultaneous
18.210526315789473,84,0.65,True,simultaneous
18.210526315789473,85,0.61,True,simultaneous
18.210526315789473,86,0.63,True,simultaneous
18.210526315789473,87,0.61,True,simultaneous
18.210526315789473,88,0.65,True,simultaneous
18.210526315789473,89,0.66,True,simultaneous
18.210526315789473,90,0.62,True,simultaneous
18.210526315789473,91,0.65,True,simultaneous
18.210526315789473,92,0.65,True,simultaneous
18.210526315789473,93,0.64,True,simultaneous
18.210526315789473,94,0.66,True,simultaneous
18.210526315789473,95,0.66,True,simultaneous
18.210526315789473,96,0.66,True,simultaneous
18.210526315789473,97,0.65,True,simultaneous
18.210526315789473,98,0.69,True,simultaneous
18.210526315789473,99,0.61,True,simultaneous
18.210526315789473,100,0.64,True,simultaneous
18.210526315789473,101,0.66,True,simultaneous
18.210526315789473,102,0.61,True,simultaneous
18.210526315789473,103,0.62,True,simultaneous
18.210526315789473,104,0.67,True,simultaneous
18.210526315789473,105,0.63,True,simultaneous
18.210526315789473,106,0.6,True,simultaneous
18.210526315789473,107,0.66,True,simultaneous
18.210526315789473,108,0.67,True,simultaneous
18.210526315789473,109,0.63,True,simultaneous
18.210526315789473,110,0.65,True,simultaneous
18.210526315789473,111,0.68,True,simultaneous
18.210526315789473,112,0.65,True,simultaneous
18.210526315789473,113,0.62,True,simultaneous
18.210526315789473,114,0.61,True,simultaneous
18.210526315789473,115,0.62,True,simultaneous
18.210526315789473,116,0.62,True,simultaneous
18.210526315789473,117,0.66,True,simultaneous
18.210526315789473,118,0.64,True,simultaneous
18.210526315789473,119,0.6,True,simultaneous
18.210526315789473,120,0.65,True,simultaneous
18.210526315789473,121,0.63,True,simultaneous
18.210526315789473,122,0.59,True,simultaneous
18.210526315789473,123,0.66,True,simultaneous
18.210526315789473,124,0.63,True,simultaneous
18.210526315789473,125,0.62,True,simultaneous
18.210526315789473,126,0.61,True,simultaneous
18.210526315789473,127,0.67,True,simultaneous
18.210526315789473,128,0.63,True,simultaneous
18.210526315789473,129,0.64,True,simultaneous
18.210526315789473,130,0.64,True,simultaneous
18.210526315789473,131,0.65,True,simultaneous
18.210526315789473,132,0.62,True,simultaneous
18.210526315789473,133,0.64,True,simultaneous
18.210526315789473,134,0.68,True,simultaneous
18.210526315789473,135,0.62,True,simultaneous
18.210526315789473,136,0.71,True,simultaneous
18.210526315789473,137,0.61,True,simultaneous
18.210526315789473,138,0.66,True,simultaneous
18.210526315789473,139,0.64,True,simultaneous
18.210526315789473,140,0.66,True,simultaneous
18.210526315789473,141,0.63,True,simultaneous
18.210526315789473,142,0.63,True,simultaneous
18.210526315789473,143,0.65,True,simultaneous
18.210526315789473,144,0.64,True,simultaneous
18.210526315789473,145,0.67,True,simultaneous
18.210526315789473,146,0.65,True,simultaneous
18.210526315789473,147,0.65,True,simultaneous
18.210526315789473,148,0.66,True,simultaneous
18.210526315789473,149,0.65,True,simultaneous
18.210526315789473,150,0.65,True,simultaneous
18.210526315789473,151,0.63,True,simultaneous
18.210526315789473,152,0.67,True,simultaneous
18.210526315789473,153,0.66,True,simultaneous
18.210526315789473,154,0.66,True,simultaneous
18.210526315789473,155,0.64,True,simultaneous
18.210526315789473,156,0.59,True,simultaneous
18.210526315789473,157,0.65,True,simultaneous
18.210526315789473,158,0.67,True,simultaneous
18.210526315789473,159,0.68,True,simultaneous
18.210526315789473,160,0.65,True,simultaneous
18.210526315789473,161,0.67,True,simultaneous
18.210526315789473,162,0.62,True,simultaneous
18.210526315789473,163,0.65,True,simultaneous
18.210526315789473,164,0.63,True,simultaneous
18.210526315789473,165,0.63,True,simultaneous
18.210526315789473,166,0.61,True,simultaneous
18.210526315789473,167,0.62,True,simultaneous
18.210526315789473,168,0.63,True,simultaneous
18.210526315789473,169,0.64,True,simultaneous
18.210526315789473,170,0.67,True,simultaneous
18.210526315789473,171,0.67,True,simultaneous
18.210526315789473,172,0.65,True,simultaneous
18.210526315789473,173,0.62,True,simultaneous
18.210526315789473,174,0.65,True,simultaneous
18.210526315789473,175,0.61,True,simultaneous
18.210526315789473,176,0.69,True,simultaneous
18.210526315789473,177,0.63,True,simultaneous
18.210526315789473,178,0.66,True,simultaneous
18.210526315789473,179,0.63,True,simultaneous
18.210526315789473,180,0.62,True,simultaneous
18.210526315789473,181,0.64,True,simultaneous
18.210526315789473,182,0.69,True,simultaneous
18.210526315789473,183,0.66,True,simultaneous
18.210526315789473,184,0.63,True,simultaneous
18.210526315789473,185,0.65,True,simultaneous
18.210526315789473,186,0.66,True,simultaneous
18.210526315789473,187,0.68,True,simultaneous
18.210526315789473,188,0.62,True,simultaneous
18.210526315789473,189,0.61,True,simultaneous
18.210526315789473,190,0.64,True,simultaneous
18.210526315789473,191,0.66,True,simultaneous
18.210526315789473,192,0.64,True,simultaneous
18.210526315789473,193,0.64,True,simultaneous
18.210526315789473,194,0.68,True,simultaneous
18.210526315789473,195,0.68,True,simultaneous
18.210526315789473,196,0.63,True,simultaneous
18.210526315789473,197,0.66,True,simultaneous
18.210526315789473,198,0.66,True,simultaneous
18.210526315789473,199,0.62,True,simultaneous
